Date,Open,High,Low,Close
2021-11-16,114.129,114.969,114.101,114.904
2021-11-17,114.903,114.947,113.931,114.189
2021-11-18,114.19,114.485,113.876,114.284
2021-11-19,114.282,114.538,113.585,113.948
2021-11-22,113.924,114.96,113.924,114.789
2021-11-23,114.788,115.218,114.481,115.142
2021-11-24,115.141,115.522,114.825,115.408
2021-11-25,115.407,115.446,115.029,115.074
2021-11-26,115.074,115.113,113.052,113.254
2021-11-29,113.676,113.955,112.988,113.804
2021-11-30,113.804,113.89,112.53,113.3
2021-12-01,113.3,113.626,112.621,112.882
2021-12-02,112.879,113.33,112.705,113.022
2021-12-03,113.021,113.611,112.558,112.711
2021-12-06,112.841,113.553,112.824,113.466
2021-12-07,113.468,113.778,113.398,113.527
2021-12-08,113.527,113.954,113.31,113.682
2021-12-09,113.684,113.81,113.271,113.438
2021-12-10,113.439,113.791,113.22,113.374
2021-12-13,113.267,113.724,113.247,113.577
2021-12-14,113.578,113.757,113.427,113.738
2021-12-15,113.739,114.272,113.627,114.143
2021-12-16,114.142,114.247,113.559,113.664
2021-12-17,113.664,113.857,113.138,113.672
2021-12-20,113.56,113.731,113.325,113.664
2021-12-21,113.664,114.219,113.552,113.991
2021-12-22,113.993,114.369,113.993,114.126
2021-12-23,114.126,114.474,114.105,114.461
2021-12-24,114.461,114.512,114.274,114.274
2021-12-27,114.32,114.914,114.308,114.791
2021-12-28,114.791,114.949,114.704,114.768
2021-12-29,114.767,115.037,114.666,114.947
2021-12-30,114.949,115.206,114.944,115.065
2021-12-31,115.063,115.196,115.004,115.091
2022-01-03,115.039,115.366,114.946,115.33
2022-01-04,115.33,116.352,115.289,116.172
2022-01-05,116.174,116.241,115.619,116.124
2022-01-06,116.124,116.183,115.624,115.864
2022-01-07,115.864,116.046,115.507,115.529
2022-01-10,115.569,115.849,115.041,115.277
2022-01-11,115.279,115.679,115.124,115.333
2022-01-12,115.332,115.471,114.379,114.672
2022-01-13,114.675,114.699,113.998,114.114
2022-01-14,114.116,114.265,113.48,114.187
2022-01-17,114.12,114.649,114.119,114.573
2022-01-18,114.572,115.056,114.448,114.556
2022-01-19,114.555,114.787,114.205,114.347
2022-01-20,114.347,114.546,113.858,113.992
2022-01-21,113.99,114.032,113.603,113.656
2022-01-24,113.639,114.095,113.466,114.013
2022-01-25,114.012,114.155,113.667,113.892
2022-01-26,113.895,114.742,113.776,114.721
2022-01-27,114.719,115.489,114.474,115.35
2022-01-28,115.35,115.685,115.121,115.181
2022-01-31,115.258,115.59,114.923,115.12
2022-02-01,115.119,115.191,114.566,114.733
2022-02-02,114.733,114.802,114.15,114.379
2022-02-03,114.378,114.986,114.325,114.957
2022-02-04,114.956,115.428,114.773,115.154
2022-02-07,115.238,115.376,114.913,115.063
2022-02-08,115.063,115.679,115.059,115.535
2022-02-09,115.533,115.601,115.32,115.598
2022-02-10,115.598,116.337,115.481,116.051
2022-02-11,116.052,116.174,115.009,115.411
2022-02-14,115.318,115.746,115.01,115.538
2022-02-15,115.539,115.873,115.257,115.639
2022-02-16,115.64,115.789,115.336,115.39
2022-02-17,115.391,115.536,114.796,114.861
2022-02-18,114.859,115.296,114.787,114.991
2022-02-21,115.022,115.123,114.498,114.608
2022-02-22,114.608,115.242,114.519,115.099
2022-02-23,115.097,115.199,114.873,114.898
2022-02-24,114.895,115.694,114.406,115.549
2022-02-25,115.548,115.759,115.145,115.501
2022-02-28,115.148,115.765,114.86,115.085
2022-03-01,115.086,115.289,114.698,114.84
2022-03-02,114.838,115.686,114.791,115.515
2022-03-03,115.515,115.806,115.383,115.48
2022-03-04,115.484,115.556,114.649,114.789
2022-03-07,114.895,115.471,114.82,115.365
2022-03-08,115.365,115.789,115.322,115.724
2022-03-09,115.723,115.947,115.554,115.908
2022-03-10,115.906,116.222,115.812,116.18
2022-03-11,116.18,117.355,116.144,117.224
2022-03-14,117.317,118.299,117.309,118.218
2022-03-15,118.219,118.449,117.695,118.312
2022-03-16,118.312,119.122,118.173,118.869
2022-03-17,118.868,119.024,118.365,118.486
2022-03-18,118.487,119.399,118.469,119.116
2022-03-21,119.099,119.625,118.979,119.592
2022-03-22,119.591,121.411,119.58,121.338
2022-03-23,121.338,121.344,120.591,121.119
2022-03-24,121.121,122.433,120.95,122.35
2022-03-25,122.349,122.357,121.178,121.999
2022-03-28,121.999,125.097,121.983,123.602
2022-03-29,123.601,124.301,121.978,123.126
2022-03-30,123.125,123.125,121.309,122.019
2022-03-31,122.022,122.453,121.281,121.743
2022-04-01,121.743,123.033,121.742,122.477
2022-04-04,122.569,122.958,122.262,122.798
2022-04-05,122.796,123.712,122.37,123.657
2022-04-06,123.656,124.05,123.452,123.724
2022-04-07,123.724,124.229,123.469,124.095
2022-04-08,124.096,124.676,123.663,124.279
2022-04-11,124.009,125.77,124.008,125.482
2022-04-12,125.482,125.758,124.762,125.428
2022-04-13,125.429,126.313,125.347,125.361
2022-04-14,125.364,126.208,125.081,126.171
2022-04-15,126.173,126.681,126.056,126.352
2022-04-18,126.334,127.222,126.239,127.142
2022-04-19,127.143,129.405,126.986,129.328
2022-04-20,129.328,129.404,127.457,127.979
2022-04-21,127.978,128.705,127.801,128.436
2022-04-22,128.439,129.107,127.734,128.449
2022-04-25,128.426,128.867,127.52,127.772
2022-04-26,127.779,128.201,126.941,127.264
2022-04-27,127.262,128.591,127.243,128.439
2022-04-28,128.446,131.251,128.349,130.784
2022-04-29,130.782,130.821,129.314,129.824
2022-05-02,129.723,130.476,129.61,130.101
2022-05-03,130.101,130.288,129.698,130.123
2022-05-04,130.123,130.379,128.619,129.231
2022-05-05,129.234,130.557,128.751,130.32
2022-05-06,130.321,130.807,130.142,130.502
2022-05-09,130.494,131.345,130.111,130.379
2022-05-10,130.376,130.551,129.793,130.366
2022-05-11,130.366,130.811,129.444,129.844
2022-05-12,129.844,129.907,127.517,128.602
2022-05-13,128.602,129.452,128.345,129.182
2022-05-16,129.19,129.639,128.698,128.948
2022-05-17,128.948,129.78,128.826,129.422
2022-05-18,129.422,129.461,127.907,127.928
2022-05-19,127.929,128.942,127.024,127.849
2022-05-20,127.851,128.297,127.527,127.772
2022-05-23,127.891,128.057,127.15,127.817
2022-05-24,127.816,128.083,126.359,126.734
2022-05-25,126.732,127.494,126.651,127.15
2022-05-26,127.15,127.58,126.55,127.103
2022-05-27,127.103,127.255,126.676,127.087
2022-05-30,127.0,127.874,126.858,127.779
2022-05-31,127.779,128.888,127.634,128.737
2022-06-01,128.737,130.238,128.734,130.124
2022-06-02,130.125,130.218,129.51,129.936
2022-06-03,129.934,130.98,129.682,130.781
2022-06-06,130.892,132.301,130.429,132.173
2022-06-07,132.173,132.997,132.09,132.821
2022-06-08,132.82,134.53,132.717,134.456
2022-06-09,134.454,134.555,133.182,134.39
2022-06-10,134.391,134.48,133.362,134.384
2022-06-13,134.298,135.196,133.59,134.236
2022-06-14,134.235,135.586,133.869,135.274
2022-06-15,135.274,135.304,133.506,134.046
2022-06-16,134.045,134.675,131.492,132.415
2022-06-17,132.414,135.421,132.174,134.878
2022-06-20,134.907,135.44,134.531,135.097
2022-06-21,135.102,136.708,134.92,136.314
2022-06-22,136.313,136.625,135.68,135.989
2022-06-23,135.99,136.197,134.263,134.818
